count,Authors,Author full names,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
433,"S.P., Kirkman, Stephen P.; W., Wilson, W.; N.T.W., Klages, Norbert T.W.; M.N., Bester, Marthán Nieuwoudt; K., Isaksen, Kjell","Kirkman, Stephen P. (7003751787); Wilson, W. (57198623882); Klages, Norbert T.W. (6701489821); Bester, Marthán Nieuwoudt (7005684769); Isaksen, Kjell (6602487674)",7003751787; 57198623882; 6701489821; 7005684769; 6602487674,Diet and estimated food consumption of Antarctic fur seals at Bouvetoya during summer,2000,Polar Biology,23,11,,745,752,0,48,10.1007/s003000000145,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033820181&doi=10.1007%2Fs003000000145&partnerID=40&md5=799d3706ec7ce708fbaec4a397361838,Article,Final,,Scopus,2-s2.0-0033820181
434,"P., Gould, Patrick; P.H., Ostrom, Peggy H.; W., Walker, W.","Gould, Patrick (7102199680); Ostrom, Peggy H. (7003962265); Walker, W. (59814333300)",7102199680; 7003962265; 59814333300,"Foods, trophic relationships, and migration of sooty and short-tailed shearwaters associated with squid and large-mesh driftnet fisheries in the North Pacific Ocean",2000,Waterbirds,23,2,,165,186,0,9,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033786461&partnerID=40&md5=f16d41cd97efd99eaf3aaddd5a13ffd7,Article,Final,,Scopus,2-s2.0-0033786461
435,"B.K., Lance, Brian K.; D.D., Roby, Daniel D.","Lance, Brian K. (6701703453); Roby, Daniel D. (7005596678)",6701703453; 7005596678,Diet and postnatal growth in red-legged and black-legged kittiwakes: An interspecies cross-fostering experiment,2000,,117,4,,1016,1028,0,13,10.2307/4089641,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033785066&doi=10.2307%2F4089641&partnerID=40&md5=346e67566140d7e764ed3db840f2755b,Article,Final,,Scopus,2-s2.0-0033785066
436,"L., Sánchez-Velasco, Laura; I., Contreras-Arredondo, I.; G.M., Esqueda-Escárcega, Gabriela María","Sánchez-Velasco, Laura (6603606612); Contreras-Arredondo, I. (6504348024); Esqueda-Escárcega, Gabriela María (24078218800)",6603606612; 6504348024; 24078218800,Diet composition of Euthynnus lineatus and Auxis sp. larvae (Pisces: Scombridae) in the Gulf of California,1999,Bulletin of Marine Science,65,3,,687,698,0,20,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033304433&partnerID=40&md5=db52e2ffee055511b112e0c451f2e3b0,Article,Final,,Scopus,2-s2.0-0033304433
437,"D.J., Brown, David J.; I., I. L. Boyd, Ian; G.C., Cripps, Geoffrey C.; P.J., Butler, Patrick J.","Brown, David J. (55553726508); I. L. Boyd, Ian (55982305400); Cripps, Geoffrey C. (7004369423); Butler, Patrick J. (7201399550)",55553726508; 55982305400; 7004369423; 7201399550,Fatty acid signature analysis from the milk of Antarctic fur seals and Southern elephant seals from South Georgia: Implications for diet determination,1999,Marine Ecology Progress Series,187,,,251,263,0,53,10.3354/meps187251,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033554580&doi=10.3354%2Fmeps187251&partnerID=40&md5=d916185241149bfddf1d4d1fc11002da,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0033554580
438,"C.L., Hull, Cindy L.","Hull, Cindy L. (7103332442)",7103332442,Comparison of the diets of breeding royal (Eudyptes schlegeli) and rockhopper (Eudyptes chrysocome) penguins on Macquarie Island over three years,1999,Journal of Zoology,247,4,,507,529,0,50,10.1017/S0952836999004094,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032898506&doi=10.1017%2FS0952836999004094&partnerID=40&md5=a48abf74b2dacf1e792bc7933816be3c,Article,Final,,Scopus,2-s2.0-0032898506
439,"A.M., Springer, Alan M.; J.F., Piatt, John F.; V.P., Shuntov, Viacheslav P.; G.B., van Vliet, Gus B.; V.L., Vladymyrov, Volodymyr L.; A.E., Kuzin, Alexey E.; A.S., Perlov, Adolf S.","Springer, Alan M. (57215495091); Piatt, John F. (7006854168); Shuntov, Viacheslav P. (6701747198); van Vliet, Gus B. (7005893531); Vladymyrov, Volodymyr L. (6507834479); Kuzin, Alexey E. (7102276507); Perlov, Adolf S. (7005056081)",57215495091; 7006854168; 6701747198; 7005893531; 6507834479; 7102276507; 7005056081,Marine birds and mammals of the Pacific Subarctic Gyres,1999,Progress in Oceanography,43,2-Apr,,443,487,0,66,10.1016/S0079-6611(99)00014-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032695218&doi=10.1016%2FS0079-6611%2899%2900014-2&partnerID=40&md5=b4734a01e4b246a69bf22c916e1fab79,Article,Final,,Scopus,2-s2.0-0032695218
440,"A., Nishimura, Akira; K., Nagasawa, Kazuya; T., Asanuma, Toru; H., Aoki, Hidetake; T., Kubota, Tadashi","Nishimura, Akira (57203195324); Nagasawa, Kazuya (55511847800); Asanuma, Toru (57519443700); Aoki, Hidetake (8382299700); Kubota, Tadashi (7403418370)",57203195324; 55511847800; 57519443700; 8382299700; 7403418370,"Age, growth, and feeding habits of lanternfish, stenobrachius leucopsarus (myctophidae), collected from the near-surface layer in the Bering Sea",1999,Fisheries Science,65,1,,11,15,0,10,10.2331/fishsci.65.11,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0242311925&doi=10.2331%2Ffishsci.65.11&partnerID=40&md5=0ba410aedd1024c48e0a52ba2970b304,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0242311925
441,"C.F., Phleger, Charles F.; M.M., Nelson, Matthew M.; B.D., Mooney, Ben D.; P.D., Nichols, Peter D.","Phleger, Charles F. (7003920052); Nelson, Matthew M. (56284445900); Mooney, Ben D. (7003917393); Nichols, Peter D. (7102273232)",7003920052; 56284445900; 7003917393; 7102273232,Wax esters versus triacylglycerols in myctophid fishes from the Southern Ocean,1999,Antarctic Science,11,4,,436,444,0,51,10.1017/s0954102099000565,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033405320&doi=10.1017%2Fs0954102099000565&partnerID=40&md5=76f6e3c410ce82bc46f1376da1036e1f,Article,Final,,Scopus,2-s2.0-0033405320
442,"N.I., Fea, Nyree I.; R.G., Harcourt, Robert Geoffrey; C., Lalas, Chris","Fea, Nyree I. (6508027049); Harcourt, Robert Geoffrey (7005654071); Lalas, Chris (55951650700)",6508027049; 7005654071; 55951650700,"Seasonal variation in the diet of New Zealand fur seals (Arctocephalus forsteri) at Otago Peninsula, New Zealand",1999,Wildlife Research,26,2,,147,160,0,44,10.1071/WR98024,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033026293&doi=10.1071%2FWR98024&partnerID=40&md5=3e1374483b5145f598bd77658e4fb4ac,Article,Final,,Scopus,2-s2.0-0033026293
443,"G.J., Moore, Geoffrey J.; B.C., Wienecke, Barbara C.; G.G., Robertson, Graham G.","Moore, Geoffrey J. (56283695500); Wienecke, Barbara C. (6701713772); Robertson, Graham G. (7402368745)",56283695500; 6701713772; 7402368745,Seasonal change in foraging areas and dive depths of breeding king penguins at Heard Island,1999,Polar Biology,21,6,,376,384,0,39,10.1007/s003000050376,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0033009547&doi=10.1007%2Fs003000050376&partnerID=40&md5=d672c71c2e0f9266a3eeb493384885d6,Article,Final,,Scopus,2-s2.0-0033009547
444,"T.M., Greely, T. M.; J.V., Gartner, John V.; J.J., Torres, Joseph J.","Greely, T. M. (6506262960); Gartner, John V. (7101716429); Torres, Joseph J. (35612672300)",6506262960; 7101716429; 35612672300,"Age and growth of Electrona antarctica (Pisces: Myctophidae), the dominant mesopelagic fish of the Southern Ocean",1999,Marine Biology,133,1,,145,158,0,78,10.1007/s002270050453,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032936764&doi=10.1007%2Fs002270050453&partnerID=40&md5=f9f15955636826b814c610bd7f5cb817,Article,Final,,Scopus,2-s2.0-0032936764
445,"K., Green, Ken; R.W., Williams, Richard W.; M.G., Green, M. G.","Green, Ken (55882815500); Williams, Richard W. (56140901600); Green, M. G. (55479512800)",55882815500; 56140901600; 55479512800,Foraging ecology and diving behaviour of Macaroni Penguins Eudyptes chrysolophus at Heard Island,1998,Marine Ornithology,26,1-Feb,,27,34,0,30,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032470640&partnerID=40&md5=4f5ae6ecac79df59eb1838851a1d848d,Article,Final,,Scopus,2-s2.0-0032470640
446,"L.M.L., Lauerman, Lynn M.L.","Lauerman, Lynn M.L. (7003736784)",7003736784,Diet and feeding behavior of the deep-water sea star Rathbunaster californicus (fisher) in the Monterey Submarine Canyon,1998,Bulletin of Marine Science,63,3,,523,530,0,10,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0038244619&partnerID=40&md5=c1d0a260ef226be3b0308cbd63cd1f81,Article,Final,,Scopus,2-s2.0-0038244619
447,"T., Raclot, Thierry; R., Groscolas, Renè; Y., Chérel, Yves","Raclot, Thierry (6701458446); Groscolas, Renè (7004428152); Chérel, Yves (7006288139)",6701458446; 7004428152; 7006288139,"Fatty acid evidence for the importance of myctophid fishes in the diet of king penguins, Aptenodytes patagonicus",1998,Marine Biology,132,3,,523,533,0,119,10.1007/s002270050418,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031756796&doi=10.1007%2Fs002270050418&partnerID=40&md5=2f6819e19e9beff7daa68575d8004cf4,Article,Final,,Scopus,2-s2.0-0031756796
448,"P.G.K., Rodhouse, Paul G.K.; O., Olsson, Olof; P., Anker-Nilssen, Per; A.W.A., Murray, Alistair W.A.","Rodhouse, Paul G.K. (7004479396); Olsson, Olof (7101889156); Anker-Nilssen, Per (6508013993); Murray, Alistair W.A. (7401932787)",7004479396; 7101889156; 6508013993; 7401932787,Cephalopod predation by the king penguin Aptenodytes patagonicus from South Georgia,1998,Marine Ecology Progress Series,168,,,13,19,0,20,10.3354/meps168013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032500109&doi=10.3354%2Fmeps168013&partnerID=40&md5=ca4c91296505071c3b7c7c9ad2f3e2ff,Article,Final,All Open Access; Bronze Open Access; Green Accepted Open Access; Green Open Access,Scopus,2-s2.0-0032500109
449,"H., Weimerskirch, Henri; Y., Chérel, Yves","Weimerskirch, Henri (56213156300); Chérel, Yves (7006288139)",56213156300; 7006288139,Feeding ecology of short-tailed shearwaters: Breeding in Tasmania and foraging in the Antarctic?,1998,Marine Ecology Progress Series,167,,,261,274,0,150,10.3354/meps167261,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032543585&doi=10.3354%2Fmeps167261&partnerID=40&md5=0ae45c2b606888f9cb7d667d2ad22178,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0032543585
450,"N.T.W., Klages, Norbert T.W.; M.N., Bester, Marthán Nieuwoudt","Klages, Norbert T.W. (6701489821); Bester, Marthán Nieuwoudt (7005684769)",6701489821; 7005684769,Fish prey of fur seals Arctocephalus spp. at subantarctic Marion Island,1998,Marine Biology,131,3,,559,566,0,69,10.1007/s002270050348,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031878505&doi=10.1007%2Fs002270050348&partnerID=40&md5=8e6809a1470ca285b1d8bd985324f329,Article,Final,,Scopus,2-s2.0-0031878505
451,"J.K., Jansen, John K.; P.L., Boveng, Peter L.; J.L., Bengtson, John L.","Jansen, John K. (7402864368); Boveng, Peter L. (6602214384); Bengtson, John L. (7005983974)",7402864368; 6602214384; 7005983974,Foraging modes of chinstrap penguins: Contrasts between day and night,1998,Marine Ecology Progress Series,165,,,161,172,0,42,10.3354/meps165161,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032493071&doi=10.3354%2Fmeps165161&partnerID=40&md5=22921fb5e1aeeac3569f2b3fe2c76348,Article,Final,All Open Access; Bronze Open Access,Scopus,2-s2.0-0032493071
452,"J.B., Charrassin, Jean Benoît; C.A., Bost, Charles André; K., Pütz, Klemens; J., Lage, Jochim; T., Dahier, Thierry; T., Zorn, Thierry; Y., Le Maho, Yvon","Charrassin, Jean Benoît (6701626740); Bost, Charles André (7004165590); Pütz, Klemens (7003329577); Lage, Jochim (7006458055); Dahier, Thierry (6506445132); Zorn, Thierry (35583485000); Le Maho, Yvon (7006131359)",6701626740; 7004165590; 7003329577; 7006458055; 6506445132; 35583485000; 7006131359,Foraging strategies of incubating and brooding king penguins Aptenodytes patagonicus,1998,Oecologia,114,2,,194,201,0,65,10.1007/s004420050436,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031955147&doi=10.1007%2Fs004420050436&partnerID=40&md5=bdf61b78c3af38f51c053c63bf468f2b,Article,Final,,Scopus,2-s2.0-0031955147
453,"Á.F., González, Ángel F.; P.G.K., Rodhouse, Paul G.K.","González, Ángel F. (7404584557); Rodhouse, Paul G.K. (7004479396)",7404584557; 7004479396,Fishery biology of the seven star flying squid Martialia hyadesi at South Georgia during winter,1998,Polar Biology,19,4,,231,236,0,32,10.1007/s003000050239,https://www.scopus.com/inward/record.uri?eid=2-s2.0-2642657308&doi=10.1007%2Fs003000050239&partnerID=40&md5=89b788fb4671e67e9fbe5d05b2ca2f69,Article,Final,,Scopus,2-s2.0-2642657308
454,"J., D'Elbée, Jean; G., Hémery, Georges","D'Elbée, Jean (6506955632); Hémery, Georges (55934798100)",6506955632; 55934798100,Diet and foraging behaviour of the British Storm Petrel Hydrobates pelagicus in the Bay of Biscay during summer,1998,Ardea,86,1,,1,10,0,26,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345020445&partnerID=40&md5=15085ecb4ae17c645589074aa0fcd0aa,Article,Final,,Scopus,2-s2.0-0345020445
455,"I., Huse, Ingvar; H., Hamukuaya, H.; D.C., Boyer, David C.; P.E., Malan, P. E.; T., Strømme, Tore","Huse, Ingvar (6603920326); Hamukuaya, H. (59870745600); Boyer, David C. (7103060503); Malan, P. E. (7003285982); Strømme, Tore (7801658405)",6603920326; 59870745600; 7103060503; 7003285982; 7801658405,The diurnal vertical dynamics of Cape hake and their potential prey,1998,South African Journal of Marine Science,,19,,365,376,0,25,10.2989/025776198784126746,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032406172&doi=10.2989%2F025776198784126746&partnerID=40&md5=9e1517d5494332c788a6ae712236a6b7,Article,Final,,Scopus,2-s2.0-0032406172
456,"B.K., Lance, Brian K.; D.D., Roby, Daniel D.","Lance, Brian K. (6701703453); Roby, Daniel D. (7005596678)",6701703453; 7005596678,Diet and postnatal growth in red-legged and black-legged kittiwakes: An interspecies comparison,1998,Waterbirds,21,3,,375,387,0,15,10.2307/1521650,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032293597&doi=10.2307%2F1521650&partnerID=40&md5=e2583e4b8592a76ef119be6feb27bd8e,Article,Final,,Scopus,2-s2.0-0032293597
457,"J.A., Ramos, Jaime Albino; E., Solà, Encarnacion; L.R., Monteiro, Luís Rocha; N., Ratcliffe, Norman","Ramos, Jaime Albino (35270086800); Solà, Encarnacion (7003814632); Monteiro, Luís Rocha (7103010474); Ratcliffe, Norman (36028542900)",35270086800; 7003814632; 7103010474; 36028542900,Prey delivered to roseate tern chicks in the Azores,1998,Journal of Field Ornithology,69,3,,419,429,0,28,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032221527&partnerID=40&md5=05125d173b4b0780dc7e7dc7b607d428,Article,Final,,Scopus,2-s2.0-0032221527
458,"E.A., Pakhomov, Evgeny A.","Pakhomov, Evgeny A. (7006796484)",7006796484,Diet of two Antarctic dragonfish (Pisces: Bathydraconidae) from the indian sector of the Southern Ocean,1998,Antarctic Science,10,1,,55,61,0,12,10.1017/s095410209800008x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031956417&doi=10.1017%2Fs095410209800008x&partnerID=40&md5=183209d5c509c530cca1710cccdff167,Article,Final,,Scopus,2-s2.0-0031956417
459,"J.M., Francis, John M.; D.J., Boness, Daryl J.; H.G., Ochoa-Acuña, Hugo G.","Francis, John M. (7201708324); Boness, Daryl J. (7004197310); Ochoa-Acuña, Hugo G. (6602580139)",7201708324; 7004197310; 6602580139,A protracted foraging and attendance cycle in female Juan Fernandez fur seals,1998,Marine Mammal Science,14,3,,552,574,0,57,10.1111/j.1748-7692.1998.tb00742.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031863710&doi=10.1111%2Fj.1748-7692.1998.tb00742.x&partnerID=40&md5=3e7a46bd45517f16046e894eeb136501,Article,Final,,Scopus,2-s2.0-0031863710
460,"G.D., Jackson, George D.; J.F., McKinnon, Jean F.; C., Lalas, Chris; R., Ardern, R.; N.G., Buxton, Nicole G.","Jackson, George D. (7402321250); McKinnon, Jean F. (7102587675); Lalas, Chris (55951650700); Ardern, R. (6506101441); Buxton, Nicole G. (7005410987)",7402321250; 7102587675; 55951650700; 6506101441; 7005410987,Food spectrum of the deepwater squid Moroteuthis ingens (Cephalopoda: Onychoteuthidae) in New Zealand waters,1998,Polar Biology,20,1,,56,65,0,47,10.1007/s003000050276,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031820110&doi=10.1007%2Fs003000050276&partnerID=40&md5=12b8eab9d3cb6c42bed14a55df1963bb,Article,Final,,Scopus,2-s2.0-0031820110
461,"G.J., Moore, Geoffrey J.; G.G., Robertson, Graham G.; B.C., Wienecke, Barbara C.","Moore, Geoffrey J. (56283695500); Robertson, Graham G. (7402368745); Wienecke, Barbara C. (6701713772)",56283695500; 7402368745; 6701713772,Food requirements of breeding king penguins at Heard Island and potential overlap with commercial fisheries,1998,Polar Biology,20,5,,293,302,0,31,10.1007/s003000050306,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031784705&doi=10.1007%2Fs003000050306&partnerID=40&md5=9aaeb5506625e4080e9eb68fbcef3ecf,Article,Final,,Scopus,2-s2.0-0031784705
462,"R.J., Casaux, Ricardo Jorge; G.E., Soave, Guillermo Enrique; N.R.C., Coria, Néstor Rubén Coco","Casaux, Ricardo Jorge (7004072018); Soave, Guillermo Enrique (7003769621); Coria, Néstor Rubén Coco (6603887685)",7004072018; 7003769621; 6603887685,"Lanternfish (myctophidae) in the diet of the Cape petrel Daption capense at the South Shetland and South Orkney Islands, Antarctica",1998,Polar Biology,20,5,,364,366,0,17,10.1007/s003000050315,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031725152&doi=10.1007%2Fs003000050315&partnerID=40&md5=07b6fa901c79d142f35065abb95bc3c9,Article,Final,,Scopus,2-s2.0-0031725152
463,"N.T.W., Klages, Norbert T.W.; J., Cooper, John","Klages, Norbert T.W. (6701489821); Cooper, John (7406077284)",6701489821; 7406077284,Diet of the Atlantic Petrel Pterodroma incerta during breeding at South Atlantic Gough Island,1997,Marine Ornithology,25,1-Feb,,13,16,0,14,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031545891&partnerID=40&md5=06402c3005ee0fefe6f22726eb30c19c,Article,Final,,Scopus,2-s2.0-0031545891
464,"S.B., García de la Rosa, Susana Beatriz; F., Sánchez, Felisa; D.E., Figueroa, Daniel Enrique","García de la Rosa, Susana Beatriz (6508360477); Sánchez, Felisa (42162015300); Figueroa, Daniel Enrique (56270912600)",6508360477; 42162015300; 56270912600,Comparative feeding ecology of Patagonian toothfish (Dissostichus eleginoides) in the southwestern Atlantic,1997,CCAMLR Science,4,1,,105,124,0,35,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001484391&partnerID=40&md5=baf38d7c73676b477b771d8399a072f0,Article,Final,,Scopus,2-s2.0-0001484391
465,"K.M., Robertson, Kelly M.; S.J., Chivers, Susan J.","Robertson, Kelly M. (7102891386); Chivers, Susan J. (6601997697)",7102891386; 6601997697,"Prey occurrence in pantropical spotted dolphins, Stenella attenuata, from the eastern tropical Pacific",1997,Fishery Bulletin,95,2,,334,348,0,57,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0030616367&partnerID=40&md5=cd6341689f436692d2c5207a311c58c1,Article,Final,,Scopus,2-s2.0-0030616367
466,"K., Reid, Keith; J.P., Croxall, John P.; T.M., Edwards, Tracy M.","Reid, Keith (7202780677); Croxall, John P. (7004527404); Edwards, Tracy M. (7202395252)",7202780677; 7004527404; 7202395252,Interannual variation in the diet of the antarctic prion Pachyptila desolata at South Georgia,1997,Emu,97,2,,126,132,0,30,10.1071/MU97016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031426218&doi=10.1071%2FMU97016&partnerID=40&md5=02c90034d46e5574ac892619bd45f8b1,Article,Final,,Scopus,2-s2.0-0031426218
